Req_Line_ID,Order_Line_ID,Goods_ID,Invoice_ID,Activity,DateTime,Resource,Role,Requisition_Vendor,Order_Vendor,Invoice_Vendor,Pay_Vendor,Requisition_Type,Order_Type,Purchasing_Group,Purchasing_Organization,Material_Group,Material_Number,Plant,Good_ReferenceNumber,Requisition_Header,Order_Header,Invoice_Header,ClearDoc_Header,Good_Year,Invoice_Year,Order_Line_Amount,Invoice_Amount,Paid_Amount,Invoice_Document_Date,Invoice_Due_Date,Pay_Type,Pay_Delay,UserType,Invoice_Is_Overdue
,,5000678035_1_2017,2017027043_2017_IT10,Invoice Registered,11/28/17 11:08,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1336/2017,,,2017027043,,2017,2017,0,25258.88,0,10/27/17,12/31/17,Early,-4,HUMAN,
,,5000678964_1_2017,2017027043_2017_IT10,Invoice Registered,11/28/17 11:08,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1336/2017,,,2017027043,,2017,2017,0,25258.88,0,10/27/17,12/31/17,Early,-4,HUMAN,
,,5000678966_1_2017,2017027043_2017_IT10,Invoice Registered,11/28/17 11:08,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1336/2017,,,2017027043,,2017,2017,0,25258.88,0,10/27/17,12/31/17,Early,-4,HUMAN,
,,5000680567_1_2017,2017027043_2017_IT10,Invoice Registered,11/28/17 11:08,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1336/2017,,,2017027043,,2017,2017,0,25258.88,0,10/27/17,12/31/17,Early,-4,HUMAN,
,,5000678128_1_2017,2017027043_2017_IT10,Invoice Registered,11/28/17 11:08,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1336/2017,,,2017027043,,2017,2017,0,25258.88,0,10/27/17,12/31/17,Early,-4,HUMAN,
,,5000679041_1_2017,2017027043_2017_IT10,Invoice Registered,11/28/17 11:08,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1336/2017,,,2017027043,,2017,2017,0,25258.88,0,10/27/17,12/31/17,Early,-4,HUMAN,
,,5000679855_1_2017,2017027043_2017_IT10,Invoice Registered,11/28/17 11:08,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1336/2017,,,2017027043,,2017,2017,0,25258.88,0,10/27/17,12/31/17,Early,-4,HUMAN,
,,5000679854_1_2017,2017027043_2017_IT10,Invoice Registered,11/28/17 11:08,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1336/2017,,,2017027043,,2017,2017,0,25258.88,0,10/27/17,12/31/17,Early,-4,HUMAN,
,,5000691502_1_2017,2017027043_2017_IT10,Invoice Registered,11/28/17 11:08,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1336/2017,,,2017027043,,2017,2017,0,25258.88,0,10/27/17,12/31/17,Early,-4,HUMAN,
0010197044_10,4500202096_20,,,Order Line Created,11/28/17 17:05,DST53,Procurement,,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108003906,,,10197044,4500202096,,,,,1050,0,0,,,,0,HUMAN,
0010194874_10,4500202096_10,,,Order Line Created,11/28/17 17:05,DST53,Procurement,,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108003905,,,10194874,4500202096,,,,,8625,0,0,,,,0,HUMAN,
,4500202096_20,,,Order Released,11/28/17 17:06,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003906,,,,4500202096,,,,,1050,0,0,,,,0,HUMAN,
,4500202096_10,,,Order Released,11/28/17 17:06,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003905,,,,4500202096,,,,,8625,0,0,,,,0,HUMAN,
,4500202096_20,,,Order Approved,11/28/17 18:04,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003906,,,,4500202096,,,,,1050,0,0,,,,0,HUMAN,
,4500202096_10,,,Order Approved,11/28/17 18:04,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003905,,,,4500202096,,,,,8625,0,0,,,,0,HUMAN,
0010198099_10,,,,Requisition Line Approved,11/28/17 18:09,DST56,Req Approver,VND02315,,,,Direct,,,,,,,,10198099,,,,,,0,0,0,,,,0,HUMAN,
0010198280_10,,,,Requisition Line Created,11/29/17 0:00,COQB67,Procurement,VND02315,,,,Direct,,,,,,,,10198280,,,,,,0,0,0,,,,0,HUMAN,
0010198281_10,,,,Requisition Line Created,11/29/17 0:00,COQB67,Procurement,,,,,Direct,,,,,,,,10198281,,,,,,0,0,0,,,,0,HUMAN,
0010198252_10,,,,Requisition Line Created,11/29/17 0:00,COQB67,Procurement,,,,,Direct,,,,,,,,10198252,,,,,,0,0,0,,,,0,HUMAN,
,4500202096_20,,,Order Printed Out,11/29/17 9:59,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003906,,,,4500202096,,,,,1050,0,0,,,,0,HUMAN,
,4500202096_10,,,Order Printed Out,11/29/17 9:59,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003905,,,,4500202096,,,,,8625,0,0,,,,0,HUMAN,
0010198099_10,4500202189_10,,,Order Line Created,11/29/17 10:09,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,81Q22.05,,,10198099,4500202189,,,,,384,0,0,,,,0,HUMAN,
,4500202189_10,,,Order Released,11/29/17 10:10,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,81Q22.05,,,,4500202189,,,,,384,0,0,,,,0,HUMAN,
,4500198597_10,,,Order Changed: Delivery Date,11/29/17 10:19,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003005,,,,4500198597,,,,,315,0,0,,,,0,HUMAN,
,4500192944_10,,,Order Changed: Delivery Date,11/29/17 10:20,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002263,,,,4500192944,,,,,1600,0,0,,,,0,HUMAN,
,4500192999_40,,,Order Changed: Delivery Date,11/29/17 10:20,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003284,,,,4500192999,,,,,900,0,0,,,,0,HUMAN,
,4500192944_30,,,Order Changed: Delivery Date,11/29/17 10:21,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003507,,,,4500192944,,,,,3132,0,0,,,,0,HUMAN,
,4500190883_10,,,Order Changed: Delivery Date,11/29/17 10:21,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108001976,,,,4500190883,,,,,2800,0,0,,,,0,HUMAN,
,4500192944_20,,,Order Changed: Delivery Date,11/29/17 10:22,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002769,,,,4500192944,,,,,1600,0,0,,,,0,HUMAN,
,4500192999_10,,,Order Changed: Delivery Date,11/29/17 10:22,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003054,,,,4500192999,,,,,3000,0,0,,,,0,HUMAN,
,,,2017022130_2017_IT10,Invoice Cleared,11/29/17 13:11,,Procurement,,,VND05666,VND05666,,,,,,,,,,,2017022130,6017085199,,2017,0,2942.64,2942.64,,11/30/17,Early,-1,,no
,4500202189_10,,,Order Approved,11/29/17 14:23,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,81Q22.05,,,,4500202189,,,,,384,0,0,,,,0,HUMAN,
,4500202189_10,,,Order Printed Out,11/29/17 14:27,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,81Q22.05,,,,4500202189,,,,,384,0,0,,,,0,HUMAN,
,,,2017021877_2017_IT10,Invoice Cleared,11/29/17 14:38,,Procurement,,,VND05666,VND05666,,,,,,,,,,,2017021877,6017085199,,2017,0,12864.9,12864.9,,11/30/17,Early,-1,,no
0010198280_10,,,,Requisition Line Approved,11/29/17 14:55,DST56,Req Approver,VND02315,,,,Direct,,,,,,,,10198280,,,,,,0,0,0,,,,0,HUMAN,
,4500196869_10,5000712876_1_2017,,Goods Line Registered,12/1/17 11:06,PROA05,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82K16.01,IT01,8469,,4500196869,,,2017,,729,0,0,,,,0,HUMAN,
,4500199544_10,5000712877_1_2017,,Goods Line Registered,12/1/17 11:06,PROA05,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108000621,IT01,8469,,4500199544,,,2017,,729,0,0,,,,0,HUMAN,
,4500192999_40,5000713059_1_2017,,Goods Line Registered,12/1/17 13:39,MAGA10,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003284,IT01,8470,,4500192999,,,2017,,900,0,0,,,,0,HUMAN,
,4500198597_10,5000713134_1_2017,,Goods Line Registered,12/1/17 15:11,MAGA10,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003005,IT01,8386,,4500198597,,,2017,,315,0,0,,,,0,HUMAN,
0010198280_10,4500202869_10,,,Order Line Created,12/1/17 15:18,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108002977,,,10198280,4500202869,,,,,2140,0,0,,,,0,HUMAN,
,4500202869_10,,,Order Released,12/1/17 15:19,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002977,,,,4500202869,,,,,2140,0,0,,,,0,HUMAN,
0010198281_10,,,,Requisition Line Approved,12/1/17 17:35,DST56,Req Approver,,,,,Direct,,,,,,,,10198281,,,,,,0,0,0,,,,0,HUMAN,
,4500202869_10,,,Order Approved,12/4/17 9:42,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002977,,,,4500202869,,,,,2140,0,0,,,,0,HUMAN,
,,5000699659_1_2017,2017027548_2017_IT10,Invoice Registered,12/4/17 10:56,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1415/2017,,,2017027548,,2017,2017,0,4168.74,0,11/10/17,1/10/18,Late,208,HUMAN,
,,5000699665_1_2017,2017027548_2017_IT10,Invoice Registered,12/4/17 10:56,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1415/2017,,,2017027548,,2017,2017,0,4168.74,0,11/10/17,1/10/18,Late,208,HUMAN,
,,5000696298_1_2017,2017027548_2017_IT10,Invoice Registered,12/4/17 10:56,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1415/2017,,,2017027548,,2017,2017,0,4168.74,0,11/10/17,1/10/18,Late,208,HUMAN,
,,5000696299_1_2017,2017027548_2017_IT10,Invoice Registered,12/4/17 10:56,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1415/2017,,,2017027548,,2017,2017,0,4168.74,0,11/10/17,1/10/18,Late,208,HUMAN,
,4500202869_10,,,Order Printed Out,12/4/17 11:04,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002977,,,,4500202869,,,,,2140,0,0,,,,0,HUMAN,
0010198281_10,4500203096_10,,,Order Line Created,12/4/17 15:33,DST53,Procurement,,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108003084,,,10198281,4500203096,,,,,1800,0,0,,,,0,HUMAN,
,4500203096_10,,,Order Released,12/4/17 15:34,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003084,,,,4500203096,,,,,1800,0,0,,,,0,HUMAN,
0010198252_10,,,,Requisition Line Approved,12/4/17 21:33,DST56,Req Approver,,,,,Direct,,,,,,,,10198252,,,,,,0,0,0,,,,0,HUMAN,
,4500203096_10,,,Order Approved,12/5/17 8:13,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003084,,,,4500203096,,,,,1800,0,0,,,,0,HUMAN,
,4500203096_10,,,Order Printed Out,12/6/17 11:23,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003084,,,,4500203096,,,,,1800,0,0,,,,0,HUMAN,
,4500198597_20,5000716813_1_2017,,Goods Line Registered,12/7/17 9:44,PROA05,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,IT01,8551,,4500198597,,,2017,,729,0,0,,,,0,HUMAN,
,4500198597_30,5000716813_2_2017,,Goods Line Registered,12/7/17 9:44,PROA05,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108000621,IT01,8551,,4500198597,,,2017,,384,0,0,,,,0,HUMAN,
,4500199544_20,5000716815_1_2017,,Goods Line Registered,12/7/17 9:44,PROA05,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,IT01,8551,,4500199544,,,2017,,588,0,0,,,,0,HUMAN,
0010198252_10,4500203657_10,,,Order Line Created,12/7/17 10:24,DST53,Procurement,,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108002873,,,10198252,4500203657,,,,,1800,0,0,,,,0,HUMAN,
,4500203657_10,,,Order Released,12/7/17 10:24,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002873,,,,4500203657,,,,,1800,0,0,,,,0,HUMAN,
,4500192944_20,5000716961_1_2017,,Goods Line Registered,12/7/17 11:22,MAGA10,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002769,IT01,8554,,4500192944,,,2017,,1600,0,0,,,,0,HUMAN,
,4500192944_10,5000717028_1_2017,,Goods Line Registered,12/7/17 13:14,MAGA10,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002263,IT01,8554,,4500192944,,,2017,,1600,0,0,,,,0,HUMAN,
,4500190883_10,5000717051_1_2017,,Goods Line Registered,12/7/17 13:17,MAGA10,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108001976,IT01,8554,,4500190883,,,2017,,2800,0,0,,,,0,HUMAN,
,4500203657_10,,,Order Approved,12/7/17 16:36,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002873,,,,4500203657,,,,,1800,0,0,,,,0,HUMAN,
,4500203657_10,,,Order Printed Out,12/11/17 9:19,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002873,,,,4500203657,,,,,1800,0,0,,,,0,HUMAN,
,4500192944_30,5000718559_1_2017,,Goods Line Registered,12/11/17 9:21,MAGA10,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003507,IT01,8606,,4500192944,,,2017,,3132,0,0,,,,0,HUMAN,
,4500192999_10,5000718561_1_2017,,Goods Line Registered,12/11/17 9:24,MAGA10,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003054,IT01,8606,,4500192999,,,2017,,3000,0,0,,,,0,HUMAN,
,4500203657_10,,,Order Changed: Delivery Date,12/11/17 10:45,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002873,,,,4500203657,,,,,1800,0,0,,,,0,HUMAN,
,4500196869_20,,,Order Changed: Delivery Date,12/12/17 10:23,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002971,,,,4500196869,,,,,7490,0,0,,,,0,HUMAN,
0010201388_10,,,,Requisition Line Created,12/15/17 0:00,COQB67,Procurement,VND02315,,,,Direct,,,,,,,,10201388,,,,,,0,0,0,,,,0,HUMAN,
0010201388_10,,,,Requisition Line Approved,12/15/17 16:36,DST75,Req Approver,VND02315,,,,Direct,,,,,,,,10201388,,,,,,0,0,0,,,,0,HUMAN,
0010201388_10,4500205701_10,,,Order Line Created,12/18/17 14:25,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108003507,,,10201388,4500205701,,,,,3132,0,0,,,,0,HUMAN,
,4500205701_10,,,Order Released,12/18/17 14:26,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003507,,,,4500205701,,,,,3132,0,0,,,,0,HUMAN,
,4500202096_10,,,Order Changed: Delivery Date,12/18/17 14:41,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003905,,,,4500202096,,,,,8625,0,0,,,,0,HUMAN,
,4500205701_10,,,Order Approved,12/18/17 18:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003507,,,,4500205701,,,,,3132,0,0,,,,0,HUMAN,
0010202380_10,,,,Requisition Line Created,12/21/17 0:00,COQB67,Procurement,VND02315,,,,Direct,,,,,,,,10202380,,,,,,0,0,0,,,,0,HUMAN,
0010202330_10,,,,Requisition Line Created,12/21/17 0:00,COQB67,Procurement,,,,,Direct,,,,,,,,10202330,,,,,,0,0,0,,,,0,HUMAN,
,4500205701_10,,,Order Printed Out,12/21/17 9:12,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003507,,,,4500205701,,,,,3132,0,0,,,,0,HUMAN,
,4500202096_20,,,Order Changed: Item Price,12/21/17 11:09,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003906,,,,4500202096,,,,,1050,0,0,,,,0,HUMAN,
,4500202096_10,,,Order Changed: Item Price,12/21/17 11:09,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003905,,,,4500202096,,,,,8625,0,0,,,,0,HUMAN,
,4500196869_20,5000727086_1_2017,,Goods Line Registered,12/21/17 13:09,MAGA10,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002971,IT01,8870,,4500196869,,,2017,,7490,0,0,,,,0,HUMAN,
,4500199103_10,5000727314_1_2017,,Goods Line Registered,12/21/17 15:26,MAGA10,Warehouse,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003903,IT01,8910,,4500199103,,,2017,,4050,0,0,,,,0,HUMAN,
,,5000713134_1_2017,2017029546_2017_IT10,Invoice Registered,12/22/17 12:49,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1505/2017,,,2017029546,,2017,2017,0,384.3,0,11/30/17,1/31/18,Early,-1,HUMAN,
0010202835_10,,,,Requisition Line Created,12/27/17 0:00,DST110,Procurement,VND02315,,,,Direct,,,,,,,,10202835,,,,,,0,0,0,,,,0,HUMAN,
0010202818_10,,,,Requisition Line Created,12/27/17 0:00,DST110,Procurement,VND02315,,,,Direct,,,,,,,,10202818,,,,,,0,0,0,,,,0,HUMAN,
0010202380_10,,,,Requisition Line Approved,12/27/17 9:49,DST75,Req Approver,VND02315,,,,Direct,,,,,,,,10202380,,,,,,0,0,0,,,,0,HUMAN,
0010202330_10,,,,Requisition Line Approved,12/27/17 9:50,DST75,Req Approver,,,,,Direct,,,,,,,,10202330,,,,,,0,0,0,,,,0,HUMAN,
,,5000717051_1_2017,2017029668_2017_IT10,Invoice Registered,12/27/17 10:59,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1564/2017,,,2017029668,,2017,2017,0,19753.02,0,12/7/17,2/28/18,Early,-1,HUMAN,
,,5000718559_1_2017,2017029668_2017_IT10,Invoice Registered,12/27/17 10:59,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1564/2017,,,2017029668,,2017,2017,0,19753.02,0,12/7/17,2/28/18,Early,-1,HUMAN,
,,5000716961_1_2017,2017029668_2017_IT10,Invoice Registered,12/27/17 10:59,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1564/2017,,,2017029668,,2017,2017,0,19753.02,0,12/7/17,2/28/18,Early,-1,HUMAN,
,,5000717028_1_2017,2017029668_2017_IT10,Invoice Registered,12/27/17 10:59,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1564/2017,,,2017029668,,2017,2017,0,19753.02,0,12/7/17,2/28/18,Early,-1,HUMAN,
,,5000718561_1_2017,2017029668_2017_IT10,Invoice Registered,12/27/17 10:59,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1564/2017,,,2017029668,,2017,2017,0,19753.02,0,12/7/17,2/28/18,Early,-1,HUMAN,
,,5000713059_1_2017,2017029668_2017_IT10,Invoice Registered,12/27/17 10:59,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1564/2017,,,2017029668,,2017,2017,0,19753.02,0,12/7/17,2/28/18,Early,-1,HUMAN,
,,5000712876_1_2017,2017029668_2017_IT10,Invoice Registered,12/27/17 10:59,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1564/2017,,,2017029668,,2017,2017,0,19753.02,0,12/7/17,2/28/18,Early,-1,HUMAN,
,,5000716813_1_2017,2017029668_2017_IT10,Invoice Registered,12/27/17 10:59,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1564/2017,,,2017029668,,2017,2017,0,19753.02,0,12/7/17,2/28/18,Early,-1,HUMAN,
,,5000716813_2_2017,2017029668_2017_IT10,Invoice Registered,12/27/17 10:59,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1564/2017,,,2017029668,,2017,2017,0,19753.02,0,12/7/17,2/28/18,Early,-1,HUMAN,
,,5000716815_1_2017,2017029668_2017_IT10,Invoice Registered,12/27/17 10:59,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1564/2017,,,2017029668,,2017,2017,0,19753.02,0,12/7/17,2/28/18,Early,-1,HUMAN,
,,5000712877_1_2017,2017029668_2017_IT10,Invoice Registered,12/27/17 10:59,CONS0120,Administration ,,,VND05666,,,,,,,,IT01,1564/2017,,,2017029668,,2017,2017,0,19753.02,0,12/7/17,2/28/18,Early,-1,HUMAN,
,,,2017027043_2017_IT10,Invoice Cleared,12/27/17 11:08,,Procurement,,,VND05666,VND05666,,,,,,,,,,,2017027043,6017092152,,2017,0,25258.88,25258.88,,12/31/17,Early,-4,,no
0010194051_10,,,,Requisition Line Approved,1/2/18 13:20,DST75,Req Approver,,,,,Direct,,,,,,,,10194051,,,,,,0,0,0,,,,0,HUMAN,
0010202818_10,,,,Requisition Line Approved,1/2/18 13:21,DST75,Req Approver,VND02315,,,,Direct,,,,,,,,10202818,,,,,,0,0,0,,,,0,HUMAN,
0010202835_10,,,,Requisition Line Approved,1/2/18 13:21,DST75,Req Approver,VND02315,,,,Direct,,,,,,,,10202835,,,,,,0,0,0,,,,0,HUMAN,
,,5000727086_1_2017,2017030778_2017_IT10,Invoice Registered,1/5/18 8:52,CONS0661,Administration ,,,VND05666,,,,,,,,IT01,1630/2017,,,2017030778,,2017,2017,0,14078.8,0,12/20/17,2/28/18,Early,-1,HUMAN,
,,5000727314_1_2017,2017030778_2017_IT10,Invoice Registered,1/5/18 8:52,CONS0661,Administration ,,,VND05666,,,,,,,,IT01,1630/2017,,,2017030778,,2017,2017,0,14078.8,0,12/20/17,2/28/18,Early,-1,HUMAN,
,4500201104_10,5000733230_1_2018,,Goods Line Registered,1/5/18 11:22,USR01514,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108001976,IT01,74,,4500201104,,,2018,,2800,0,0,,,,0,HUMAN,
,4500201104_20,5000733262_1_2018,,Goods Line Registered,1/5/18 11:52,USR01514,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002971,IT01,74,,4500201104,,,2018,,2140,0,0,,,,0,HUMAN,
,4500201104_50,5000733267_1_2018,,Goods Line Registered,1/5/18 11:54,USR01514,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003071,IT01,74,,4500201104,,,2018,,1700,0,0,,,,0,HUMAN,
,4500202096_20,5000733270_1_2018,,Goods Line Registered,1/5/18 11:56,USR01514,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003906,IT01,74,,4500202096,,,2018,,1050,0,0,,,,0,HUMAN,
0010194051_10,4500207868_10,,,Order Line Created,1/5/18 16:16,DST53,Procurement,,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108003648,,,10194051,4500207868,,,,,1650,0,0,,,,0,HUMAN,
0010202835_10,4500207868_50,,,Order Line Created,1/5/18 16:16,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108000621,,,10202835,4500207868,,,,,852,0,0,,,,0,HUMAN,
0010202818_10,4500207868_40,,,Order Line Created,1/5/18 16:16,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,10202818,4500207868,,,,,852,0,0,,,,0,HUMAN,
0010202380_10,4500207868_30,,,Order Line Created,1/5/18 16:16,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108003022,,,10202380,4500207868,,,,,1284,0,0,,,,0,HUMAN,
0010202330_10,4500207868_20,,,Order Line Created,1/5/18 16:16,DST53,Procurement,,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108001571,,,10202330,4500207868,,,,,1320,0,0,,,,0,HUMAN,
,4500207868_10,,,Order Released,1/5/18 16:39,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003648,,,,4500207868,,,,,1650,0,0,,,,0,HUMAN,
,4500207868_50,,,Order Released,1/5/18 16:39,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108000621,,,,4500207868,,,,,852,0,0,,,,0,HUMAN,
,4500207868_40,,,Order Released,1/5/18 16:39,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500207868,,,,,852,0,0,,,,0,HUMAN,
,4500207868_30,,,Order Released,1/5/18 16:39,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003022,,,,4500207868,,,,,1284,0,0,,,,0,HUMAN,
,4500207868_20,,,Order Released,1/5/18 16:39,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108001571,,,,4500207868,,,,,1320,0,0,,,,0,HUMAN,
,4500207868_10,,,Order Approved,1/8/18 12:19,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003648,,,,4500207868,,,,,1650,0,0,,,,0,HUMAN,
,4500207868_50,,,Order Approved,1/8/18 12:19,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108000621,,,,4500207868,,,,,852,0,0,,,,0,HUMAN,
,4500207868_40,,,Order Approved,1/8/18 12:19,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500207868,,,,,852,0,0,,,,0,HUMAN,
,4500207868_30,,,Order Approved,1/8/18 12:19,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003022,,,,4500207868,,,,,1284,0,0,,,,0,HUMAN,
,4500207868_20,,,Order Approved,1/8/18 12:19,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108001571,,,,4500207868,,,,,1320,0,0,,,,0,HUMAN,
,4500207868_10,,,Order Printed Out,1/8/18 14:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003648,,,,4500207868,,,,,1650,0,0,,,,0,HUMAN,
,4500207868_50,,,Order Printed Out,1/8/18 14:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108000621,,,,4500207868,,,,,852,0,0,,,,0,HUMAN,
,4500207868_40,,,Order Printed Out,1/8/18 14:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500207868,,,,,852,0,0,,,,0,HUMAN,
,4500207868_30,,,Order Printed Out,1/8/18 14:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003022,,,,4500207868,,,,,1284,0,0,,,,0,HUMAN,
,4500207868_20,,,Order Printed Out,1/8/18 14:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108001571,,,,4500207868,,,,,1320,0,0,,,,0,HUMAN,
